109378820536147969	17732891	positive	Just seen that Four Lions is on C4 on Sunday night for anyone who hasn't seen it yet. So proud of my big brother; the associate producer :)
111718863531548672	20034203	neutral	RT @pinkysibbs: RT @pinkysibbs: I've got one ticket to the Michael Jackson tribute gig for sale on Oct 8th dm me for details,please RT!
100229839008698368	18898102	negative	Not Available
112762035024044033	39973709	negative	RT @tash_jade: That's really sad, Charlie RT "Until tonight I never realised how fucked up I was" - Charlie Sheen #sheenroast
100318790037929984	155997995	positive	RT @barcastuff: Alexis Sanchez: "Of course I'd like to play already on Sunday against Real Madrid. It's true I wanted to join in the US. ...
102901996452974592	132506556	positive	Tomorrow is the ELVIS EXTRAVAGANZA! Tune in to 97.1FM at 11am for all the Elvis Presley you can handle.  It's gonna be rockin'.
111409896934748160	34626959	negative	Listening to Amy and Lucien's attempts at 'communication' on last night's Big Brother ... I fear for the future of mankind sometimes.
111326412757151744	255182372	objective	Not Available
102386648167350273	82648480	neutral	@kris_ten1186 we are just preparing for #iOS5 when Steve Jobs has us tweet everything! I hope you enjoy your day today! See you tomorrow!
102677670592118784	59770385	neutral	RT @quizderek: Elvis Presley's 34th death anniversary is on Aug 16. Shammi Kapoor, the man they often called India's Elvis Presley
100197935970652160	192590613	objective	If your still running Windows XP, then it may be time to upgrade to Windows 7 to ensure you receive latest upgrades and support in future
100100504834670592	55396290	positive	Not Available
100076597658390528	88332945	positive	RT @deltaupsilon: Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentleme ...
101550065839124480	159385828	neutral	The raiders play the cardinals today let's see how they start off pre-season. Last yr they were weak AF
102843124530946048	28374628	positive	Not Available
107613619033874432	267443768	negative	If Anderson Silva doesnt win tonight Yushin Okami wont make it out of Brazil alive @ufc
111344599699693568	338069340	objective	michael jackson - hollywood tonight http://t.co/s6n3HJj
101151487161405440	337820530	positive	Ahhhh! Loving this new IC Champion! Wish I could see it happen this Friday. ): Crossing my fingers that he has a match at Summerslam!
103114993733599232	17141133	negative	Nurgh, there's a stack of new MTA's that need to be dealt with but I just can't be dealing with the crappy new URL thing today D:
111696208740884480	190686764	objective	Why not join us for Breakfast this morning at 9am for the opening game of the 2011 Rugby World Cup as Host nation New Zealand play Tonga
100046378046201857	121392921	positive	Not Available
106691921954603008	28427719	objective	#WAOK The Sports Kings: UGA Gets Ready For Boise State!: Yesterday No. 19 Georgia scrimmaged against the Bull... http://t.co/Gt1Ito7
90905261992194048	177156106	objective-OR-neutral	will testdrive the new Nokia N9 phone with our newest app starting on Thursday :-)
100001038454624257	58160183	negative	looking at the temp outside....hpw did it get hotter as the sun goes down???? Feel like i'm in Vegas just adding humidity
103220239621308416	40560097	positive	Can't wait for September 6th the new season of Sons of Anarchy starts woo hoo :-)
