260149911914414080	43952467	neutral	I'll let Killing Joke deal with my Sunday night blues instead. That's Dave Grohl on drums too. http://t.co/bp1mSufB
252869706061578240	56377038	positive	Free PSN game on PSN Game is ZEN PINBALL 2. Free Game on Playstation Network. As of Oct 1 2012. Get it now while its free. USA PSN
262873851824836608	626312773	objective-OR-neutral	Regus 3rd Place site opening throughout Europe. Check out the new UK locations at Beaconsfield and Cobham.  http://t.co/sGdNFTWI
250341283137212416	211201889	positive	An incredible day in West Liberty, Ky. A small but strong community moving forward after March 2 tornadoes. http://t.co/1xYVbGtc
263238337303805954	76288540	objective	LPG consumers can now fill up KYC form till Nov 15: The government has extended by 15 days the deadline for filling... http://t.co/tGzJfMUi
263819592219099136	596645024	objective-OR-neutral	FB: Warriors fans can pick up the 3rd quarter of ESU's 35-28 win vs West Chester (Oct 6) right now on ROOT Sports (DIRECTV 659, DISH 428)
262500699470966784	270423658	positive	Mersey side derby then the NFL at wembley. Nice little Sunday lined up.
259270296127819776	313598778	positive	@doconnell1988 @Eamonn_Kenny @scuds49 @JonnyMcgailey Cheers  but no luck needed with d 2nd one, i got a supply of Rohypnol #ladieshereicome
241148099463090176	377405172	objective-OR-neutral	Not Available
263305335975071746	368593880	negative	This dude from Jerusalem say he can't take a test Thursday b/c holloween Wednesday&amp;he's gonna have a hang over #purehonesty
200031568482414593	89051322	objective	@Kandi: What should tomorrow night's #KandiKoatedNight topic be???? -- how I'm going to get on Kandi Factory!
228966369205575680	631021211	negative	Looks for Tom Boonen but knows he'll be face down in a mountain of sherbet. Race day tomorrow. Prep of pros
236385831131156480	231018496	objective-OR-neutral	Dallas Mavericks 1st Round Draft Pick Jared Cunningham could be heading to the D League when the season starts (Source: ESPN)
248972024297431040	65528374	positive	@Idieshoop let's just say, I call it the Casey's Trifecta. I'll explain in homeroom tomorrow....after I ask Cory to homecoming lol
168356477470375936	146114571	positive	Wichita St is just a team full of corncobs. Also, if they play "We Ready" today, place will explode. #shakeandbakejays #BOOTSTOASSES
251188345705750528	76545269	negative	Not Available
257109306271485952	39185755	positive	@Girl4Music20 3rd album changes a lot. I know you hate Unbroken, but I love it! 1. Unbroken, Fix A Heart, In Real Life, Together, Skyscraper
194439687853703168	452350609	positive	Celebrating St George's Day, the Bard's Birth Day or even World Book Day? April 23rd is a great day for history, heritage & culture. Enjoy!
263313343241154562	299012137	positive	@ryanbertrand3 met you today at Cobham!! Gave you my twitter? Any chance of that follow mate? Thanks for stopping, good luck tomorrow dude!!
263855452822073344	249450101	negative	Not Available
195155639985647617	90353808	positive	Not Available
251154711175106560	627630645	positive	@crazycharmx3 i love doing that, hey we are running the fox run tomorrow together k ? lets try and beat the record
243833330007699457	144615708	negative	@danggem cafE ONE?! "They lose Dongwoo on a Tuesday." is the first lINE IS THAT THE RIGHT FIC NO IT DOESN'T SEEM LIKE IT WAIT LINK ME?! LMAO
260533648720285697	596931391	objective-OR-neutral	Each January, a new FAFSA is available for the upcoming school year, and completing it is free when you go to the... http://t.co/qWR4qf6l
260110815250743297	272448637	positive	RG-3 showed me a lot of skill 2day but, the NYG &amp; Defense secures Eli's 24th come from behind victory! Forcing 5 turnovers on WSH #HiHaterz
237726495244685313	228203206	negative	Lakers vs Heat on Jan. 17th! It's D Wade's b day... I feel bad he'll lose on his birthday lololol
223236843628535809	268071697	positive	@ktvee Love the Iditarod! Used to do huge project when I taught 1st! Even went for start one year! Can't wait to see what you did!
231539893753503744	144622202	negative	Who are the dumb asses who decided to shutdown Main St on a Friday for a town of 50,000+ for a Strawberry Festival
256555035578728449	63035415	objective-OR-neutral	Mark Martin qualifies 3rd at Charlotte. Giddy about racing still says "When I stop racing I will still compete" http://t.co/vzdEi8LX
161712465678303233	45130743	positive	@tinamanihuruk: Come and enjoy Java Jazz on the Move @SMS_Serpong Jan 28th ... | -- Serpong jauh, cyinn! :P
263336743003115521	750107720	positive	Its Tuesday &amp; time for Young Life! 8:32pm Union Lyceum. Takin' it up a notch tonight! Come join us #whywouldyounot
264150773720563712	434062097	objective-OR-neutral	Not Available
262871005490454528	265251610	objective-OR-neutral	@AnfieldFM Hi there. Counting down the days until Im back in UK and going to see LFC - NUFC on Sunday from my Season Ticket seat in The Kop!
201758321743630336	15764509	positive	Can't wait 4 Mon! @nbcagt  @sternshow: Check out Bill Carter's piece in the @NYTimes : "Prime-Time Stern" http://t.co/GZ5pxBCy @HowardStern
251143201057030145	152694676	objective-OR-neutral	Not Available
246005635764858880	277267176	objective-OR-neutral	Laguna Hills Phone FOX Tuesday Comedy Sizzle: Catch the premieres of New Girl, Ben and Kate an... http://t.co/rXlC66ds Telephone Systems
257991896759169024	84746853	positive	Not too late to come down to our Monday night open mic to sing or just have a good time!  IGUANA 240 W 54 St. Will be here till 9 pm
167781636413472768	267677604	objective	#NCST extend their biggest lead of the game with a Lorenzo Brown trey. Up 11 pt, 47-36, mid 2nd half!
264107744376803329	81336940	positive	This time tomorrow I will be at Alexandra Palace seeing Jack White live for the second time in the last two months:D
262646570460262401	19450276	objective-OR-neutral	Not Available
260503781429608448	26140245	neutral	1st I thought he was David Ruffin impersonator. Then I thought he was a backup singer for Miguel. Sn: Your c http://t.co/RkFuDgPP
253310466024169472	401099806	positive	Just got him tickets to the Knicks vs Celtics game on October 20 Lmfao how mad would he be ?
263332884411215873	436975790	objective-OR-neutral	Joseph Prince - None Of Us, All Of Christ! - 14 Oct 2012: http://t.co/07adOghe via @youtube How much of God's GRACe do you need?
260832035642413056	267357551	positive	Saturday 27/10/12 Regal in session with The Big Tunes Crew @ the Iguana Reading more niceness to keep ya skanking hard.
263962593155219456	119519641	positive	Not Available
264105877722771456	770079542	objective-OR-neutral	Got plans tonight?  Join us at AJ's on Poyntz for Thursday Night Live!  Jessica Furney will be playing 7-9 pm http://t.co/Y0mhd9c8...
261452792298864640	127567306	positive	Looking forward to preaching at Plant City's First Baptist Sunday @ 6:30pm. New City Church will be baptizing 2 into the Kingdom. Praise God
176884776194686976	29635577	objective	Geoff Shackelford: Honda Classic Ratings Up 78%: Michael Hiestand with the http://t.co/bhTkmp2i http://t.co/lpceXHmM
263610585143459843	68244172	positive	TONIGHT!!! we proudly pres. our 7th HALLOWEEN party with LIMEWAX &amp; many more - this time at Studio 21 (twenty one) http://t.co/noBBKrxz
199829528468656129	108914234	objective-OR-neutral	This Saturday GREEN VELVET back at Cherry Moon! Together with DEG, FRANK ZOLEX, YOURI PARKER &amp; DJ GHOST! Be part... http://t.co/o3xSsOb2
264157367481012224	577546457	negative	Not Available
194408371309379584	424921875	objective	@ArcherDevil Two completely different days.  World Book Day is for kids March 1 2012.  This day is World Book Night - for adults...
263553226576633856	32864602	neutral	Not Available
258711684561117185	455355998	positive	Not Available
264064628336779264	242906865	objective-OR-neutral	Vanessa and denies are coming shopping with me on black friday.!
241711277532119040	757089673	positive	happy 15th anniversity kuya gloc9 you are number 1 rapper and francis M. .........
209857634889764864	40256296	objective	That's it for the week. I'll talk again later after I my mb and cs class. In other news SimCity is a passalong and venus goes over the sun.
264251347195551744	76587091	positive	Can't wait to see @Dynamomagician in South Africa on the 14th dude is on another level... check this out http://t.co/05kvUyEf
251727127060303873	733817984	objective-OR-neutral	@PGPackersNews Shield Kids Event October 5th @58 Bar n Grill in Pico Rivera Come n help support the fundraiser 4 abused and abandon children
264003998720348160	58830533	neutral	Spread the word! The Workshop is Dayton, OH is not cancelled! I will be in Ohio tomorrow &amp; I'll be at the party Saturday Night!
263984722617712640	394763270	neutral	Busy preparing for Izzy's Mini Masterclasses in the Studio tomorrow. Decadent chocolate ganache torte to welcome our attendees. Good idea?
261119659175206912	62417515	objective-OR-neutral	SimCity delayed, now erecting on March 5: If you were thrilled by the recent lenghty demonstration of SimCity or... http://t.co/d36Xfkgd
263439080988217345	271946326	neutral	@Im_JoeGrizzly bro get that FAFSA done tomorrow, last day.
241654742110064640	137506129	objective-OR-neutral	Not Available
263998344404291585	427621336	negative	I miss one day &amp; it seems like they're about to give me ISS tomorrow. #wtf #pt
243795816576348160	37448987	positive	Come join us at the Walmart "I Love My Car" event this Friday and Saturday in Pico Rivera! Games and give-aways for the whole family.
263833536962895872	18709732	positive	@OhStrawn 25-21 Warriors at the end of the 1st. Bogut looking good in the opening 6 Points in 6 minutes 3 Rebs. Steph looks a little nervous
188863888765370368	247855533	positive	Not Available
