251426433770065920	17880354	negative	Not Available
264172194555383808	919759298	positive	Even though we just play Troy this Saturday, I still can't wait to watch Tennessee play! #truevolfan #gobigorange
258983566808076288	97080391	positive	@Mikeisthestig Not in the Afghan halal meat shop but it may as well be with the amount of Afghans and halal meat in the house!!
232486456218775552	495791620	positive	To whom it may concern in Luxembourg: You liked the Madoff affair you will enjoy the Apollonia Affair http://t.co/4Y26Tmfl #affaireapollonia
235020711993950209	19534874	neutral	She may have failed the drug test for metenolone but no trace of Rohypnol or GHB were found in her sample http://t.co/HwXVx4m4
264012999260524544	17432059	objective	Eagle Bancorp Completes Sale of $10 Million of Common Stock: Nov 1 &amp;;- Eagle Bancorp Inc. (Nasdaq:EGBN), the par... http://t.co/p79nnawb
262180937557745664	392581373	positive	@fizzer18 nice one phil big nose on soccer sat telling everyone you said Mersey derby better than manc one  #loadofbollocks
259175106872475648	439974394	positive	Today was an awesome day but it is quite sad for me and my teammates :) . Qian , Yue , Ying and Jun :)
231141882753855489	426437304	positive	March Fourth Marching Band is sound checking and sounds awesome. Don't miss this show tonight.
236932250275553281	631481889	objective-OR-neutral	Not Available
256722297019322368	78514176	neutral	Are you reaaaady??? @donsantillan 26km run tomorrow: BelAir to SM Sta. Rosa via Greenfield City. Gotta sleep now. #boom
260819556640104448	24412279	positive	@Cerullean, thnx for the follow! The Chronicles of Jan sound hilarious! Love the tribe of Periscopes. Very Douglas Adams.
264226478001119233	38590821	negative	Im sad. My shorts dont smell like Vanessa anymore:(I sat there sniffing it cuz it smelled like her I need her to wash it again #MacAndCheese
254218373221736450	20236942	positive	May have mentioned this but I am quite in love with Bruce Springsteen. Jack of all Trades from Wrecking Ball has nearly made me weep at desk
264238119874863104	40596111	positive	-but Saturday.. if you can make it to Monroe, please do so ! the after party for 3 different games is all in one. #GSU #JSU #ULL #ULM #Tech
263502288776200192	16986563	objective	Not Available
261854925221408768	358195118	objective-OR-neutral	Help us get to 250 followers by the start of MVC Playoffs this Sunday! @gocreighton @BluejayLife @whitebluereview @CUBlueCrew
225644551975612416	397084214	neutral	@BravoLacy David Taylor?  A few yrs ago, whn he 1st came 2 stl, he went by apostle. My hubs used 2 play for his services.
263317973576597504	212430742	objective-OR-neutral	Don't miss these upcoming SPC events:  On November 15th - A post-election breakdown with Mark and Mark,... http://t.co/F5I8aq9x
262461117270462464	223638318	positive	Not Available
251104286476496897	461762811	objective-OR-neutral	Not Available
