251426433770065920	17880354	negative
264172194555383808	919759298	positive
258983566808076288	97080391	positive
232486456218775552	495791620	positive
235020711993950209	19534874	neutral
264012999260524544	17432059	objective
262180937557745664	392581373	positive
259175106872475648	439974394	positive
231141882753855489	426437304	positive
236932250275553281	631481889	objective-OR-neutral
256722297019322368	78514176	neutral
260819556640104448	24412279	positive
264226478001119233	38590821	negative
254218373221736450	20236942	positive
264238119874863104	40596111	positive
263502288776200192	16986563	objective
261854925221408768	358195118	objective-OR-neutral
225644551975612416	397084214	neutral
263317973576597504	212430742	objective-OR-neutral
262461117270462464	223638318	positive
251104286476496897	461762811	objective-OR-neutral
245276598138437632	73531412	positive
261456538449879041	524300916	neutral
249319829255901185	603079011	objective
248935782331596800	489534554	objective-OR-neutral
261102379850682369	33611771	neutral
264241484788801536	227532899	neutral
214812709806551040	466358568	objective
252059987331936256	179508440	objective
251159660458024960	365989238	neutral
263091795687247875	424457032	positive
247873476667535362	123643754	positive
261854572102950914	342445616	positive
250595580424884224	26522223	objective-OR-neutral
264121128828674048	456244573	negative
262866205243736064	125183941	positive
256758224336867328	439924510	positive
240200698367729665	244058670	objective-OR-neutral
261473843649069056	28931964	positive
215726312604708864	135513769	positive
263101413402492928	487955690	positive
256908808973058048	625196397	positive
201441113716965376	156095474	objective
264161254602596352	181754426	negative
262345435555958784	323093306	positive
263099832556720129	19891917	positive
263308105062969344	123036768	positive
259833960333463553	334252304	objective-OR-neutral
208648815979405312	216599676	objective-OR-neutral
263694949944528896	46913876	objective-OR-neutral
261890136046981122	547151843	objective-OR-neutral
253622047496867840	411773462	objective-OR-neutral
176916271223418880	63932600	neutral
264202145631453184	286259762	neutral
264203915589992449	320516871	objective-OR-neutral
211946076834512896	114307297	positive
253866596790063105	124469095	negative
263316141370400770	299012137	objective
198905731670474754	444874151	neutral
263968597846659073	426440143	positive
228791041514418176	562827191	positive
201425565885005825	124695351	negative
252759525713641473	568653581	negative
201378148007415808	299420825	objective-OR-neutral
263284901619589120	359086484	negative
261749715144691712	602008557	negative
246910354003738624	253721926	positive
262795296696832001	17025854	positive
264021789963849728	204523240	objective-OR-neutral
256891454499201024	91214771	neutral
259605117853110272	441305852	negative
262956264957562880	108177878	objective-OR-neutral
263804261169762304	201645170	positive
248306110220611585	191516167	positive
262184962348941315	14188077	positive
176568550855684096	168622728	positive
242748235200987136	297031999	neutral
259983635946565633	237074709	positive
237956036340895744	399632764	positive
176572392812974081	515208754	neutral
233962853420384256	71167554	objective-OR-neutral
210209244912422912	382157504	positive
264140007214817280	240799819	objective-OR-neutral
199692455254310913	427708273	objective-OR-neutral
190342372532563968	368343456	positive
263672015267966977	348993586	negative
243855500825997312	308882349	neutral
218330724112150528	319501017	positive
245051917426913281	52425220	neutral
263676222268121090	278833302	neutral
221074832761167872	44231653	objective-OR-neutral
216994923407351808	63848812	positive
262365348181979136	336867958	positive
238493219254591489	51002583	negative
258392443144245248	37093809	negative
200048652931182592	74651244	negative
256386798136213504	32946138	objective
264063732961923072	569234485	negative
174070662439251968	16997975	objective
261092102862151684	365353106	objective-OR-neutral
264009022850613250	232346855	positive
254717010175471616	485171742	neutral
244060045967503360	16331415	negative
205677201142710272	78180730	neutral
260850610788761601	92227362	positive
264027034236383233	397988692	positive
242423919603224576	436208263	objective-OR-neutral
263680387014864896	339102043	positive
263426414106271744	281239249	positive
263346100277243904	913004784	neutral
264161595058425856	491714558	positive
249069935379234816	413211241	neutral
263114587933646849	50503943	objective-OR-neutral
264179461275123712	572290055	objective-OR-neutral
258563206493114369	11672562	positive
255302930926825473	75095461	objective
246223098196660225	79258361	positive
217287395941421056	332165098	objective
263600691610787840	18307528	positive
237035761038401537	180479383	negative
176609672424468481	85352200	positive
262969729793290240	230960364	positive
252826203558400000	74701513	objective-OR-neutral
262640161760882688	89450933	objective-OR-neutral
260816945471963136	145972700	positive
263546359393681408	557548188	objective
251076872719433728	48765071	positive
259705286284148737	558570297	positive
262206312023212033	321973006	positive
244246402698473473	15696616	positive
262649628380495872	164553415	positive
264046726166478848	291282792	negative
263776293106118656	887901084	negative
246525887456096258	106038987	objective
258604126299123712	277276322	positive
264236119992979456	538520173	objective-OR-neutral
261279551152328704	152891078	negative
263800475059646464	170772716	objective-OR-neutral
236509010168254464	329972733	positive
199936311002537985	24474010	negative
175157885377052672	123596727	positive
263162945389862912	197076480	negative
259257703958994945	85773857	positive
262609065027440641	24563025	neutral
245110685170810880	356790312	objective-OR-neutral
260256489636241408	283620540	positive
259416408981643265	19795883	positive
262377160570961920	137667661	negative
260917117153574912	521255610	positive
264048509362257921	49009971	positive
260829007694680064	32863197	positive
226815993199079424	311538567	positive
260917838586454016	474646114	positive
264228583935995904	280053148	negative
259055822506696704	15428966	positive
263387414423298048	292205279	positive
263566971419893760	413027103	negative
214008135545921536	124300975	negative
263361946961719296	630314862	positive
255724676901376001	478270307	negative
175154449617141760	117587244	positive
264178057907150850	453101376	positive
262900304419368961	22274950	positive
223027298557898752	19372014	negative
254328980776300544	21910310	positive
261695210260684800	369856696	positive
243501249998249984	152640267	negative
263320591698911233	139184091	objective
263380499597234176	14675745	negative
252743747186601985	31155225	negative
263618259985764352	49917290	negative
261262970829561856	39671383	positive
263873250176679936	163192780	negative
226881741019815936	276571029	negative
251573687256481793	184270826	positive
244353327679291392	84563846	objective-OR-neutral
264169131941699584	514439234	positive
263385741520936962	278312063	objective-OR-neutral
226564811130019840	612263354	neutral
255763940842274816	140156243	positive
263750360160686081	231776924	objective-OR-neutral
263153990114635777	240740870	objective-OR-neutral
219890829530116096	622315650	objective
249375495379095552	337636976	positive
264112786693562368	419344938	positive
258985351098552322	58431354	positive
262610868049686529	31179339	negative
236536600417415169	85907701	negative
238597398920851456	353242188	positive
261423428660256769	490480720	objective
259859019584385025	172658369	objective-OR-neutral
264159976715583488	391826686	negative
201380380509609984	185243427	negative
241062851198984192	555494535	objective-OR-neutral
262331012959334400	25638343	positive
263509414223413248	249022239	negative
236028492398088193	564923078	neutral
260497442145984513	329695511	objective-OR-neutral
251839817367818241	18770239	negative
253005788161908736	357937252	objective-OR-neutral
254366315031191553	238435172	objective
262740451176615937	191991921	negative
264032187488276480	26422259	objective-OR-neutral
237001732834594816	21314314	objective-OR-neutral
261260809861210112	299383019	objective-OR-neutral
255817421389193217	21718577	positive
259351220685262848	250195796	positive
264256431493107712	339210742	negative
234140659966164992	270488322	positive
254456550494711808	20298144	negative
252072488060727296	318330178	neutral
223452976637943809	19503863	positive
216154503219642368	265592137	objective-OR-neutral
253137302602252288	510253767	objective
264061376719376384	264902450	objective-OR-neutral
212917165718896640	408515870	negative
262723766558261248	23702012	positive
224508695051120640	153853944	objective-OR-neutral
234095151654514689	325376539	positive
238345863628464129	556159172	neutral
263827271482224640	365870402	positive
209998835752251393	14275624	neutral
256353558964871168	404829132	positive
257663678143422464	846602677	positive
260950775759511553	485901139	positive
248696040629338113	413661267	negative
250864359566352384	19985591	positive
257319483918663680	37398079	positive
264183560993402881	96677462	positive
241061609223618560	555494535	neutral
215224180319338496	18009951	negative
264123775761645568	213065785	negative
176615727472709632	224532610	negative
253305058832306177	567817247	negative
227474873935593472	113880614	positive
259135606200868865	17644917	neutral
