264183816548130816	15140428	13	13	positive
263405084770172928	591166521	3	4	negative
262163168678248449	35266263	1	1	negative
262163168678248449	35266263	7	9	negative
264249301910310912	18516728	6	7	negative
262682041215234048	254373818	14	16	negative
264105751826538497	147088367	9	9	positive
264105751826538497	147088367	12	13	positive
264105751826538497	147088367	15	15	positive
264105751826538497	147088367	19	19	negative
264094586689953794	332474633	20	22	negative
254941790757601280	557103111	2	2	positive
254941790757601280	557103111	4	4	positive
254941790757601280	557103111	9	10	negative
254941790757601280	557103111	13	15	negative
263398998675693568	812957996	4	4	neutral
263398998675693568	812957996	19	19	positive
263650552167157762	224845471	3	3	positive
263650552167157762	224845471	8	8	positive
263650552167157762	224845471	13	17	positive
264087629237202944	61903760	2	3	negative
264087629237202944	61903760	20	21	positive
250692636330049538	29023839	7	7	negative
250692636330049538	29023839	17	17	positive
263304719471087617	564843841	2	2	negative
261954070938537985	228190529	3	3	positive
261954070938537985	228190529	8	8	positive
261954070938537985	228190529	23	23	positive
260940907082293248	321674291	6	6	neutral
260940907082293248	321674291	8	8	positive
260940907082293248	321674291	14	14	neutral
263956867787673600	183985016	0	0	positive
263956867787673600	183985016	9	9	positive
257343699460173824	10115042	2	2	neutral
257343699460173824	10115042	9	12	positive
257343699460173824	10115042	16	17	positive
257343699460173824	10115042	23	25	positive
264125591337463808	348691527	22	26	negative
264259830590603264	183011479	3	4	negative
264041764460036096	198706982	5	7	positive
264041764460036096	198706982	12	13	positive
264041764460036096	198706982	16	17	positive
264102295392882689	43577828	22	27	positive
264173636141850626	827129677	4	5	positive
264173636141850626	827129677	10	13	positive
262743710582853632	274235825	23	24	positive
264071572925603841	43167117	10	12	positive
264250109833924608	808985521	0	0	positive
264250109833924608	808985521	13	13	positive
262943005349126144	259231309	0	1	negative
263502599699955712	138301329	3	8	negative
264089847680077824	730902828	15	20	positive
247426222190125056	229673919	0	0	positive
224195395138490370	423023064	3	3	negative
263936581734383617	108594490	9	11	negative
243094456398663680	49991044	0	0	positive
263346444772184065	566521127	14	14	positive
263970913270251520	15794878	0	0	positive
263970913270251520	15794878	7	8	negative
259821574394355712	23346086	21	22	positive
263800856321859584	49032667	6	10	negative
263939499426476032	37877566	15	15	positive
264056733691961345	23939440	2	2	negative
264166129126227970	43464427	3	3	positive
255098372162211840	622023706	5	6	neutral
255098372162211840	622023706	11	11	positive
255098372162211840	622023706	15	16	positive
255098372162211840	622023706	20	20	positive
255098372162211840	622023706	22	22	positive
260625554917711872	887211919	16	16	positive
263656013541027840	913170146	14	14	positive
165044172858986496	160465887	2	2	negative
264230416897159168	142476472	10	10	positive
263809311086628864	175523498	1	1	positive
263809311086628864	175523498	13	13	positive
263809311086628864	175523498	22	27	positive
254278082985336832	468622626	0	3	positive
263797084673691648	372303578	6	10	positive
263797084673691648	372303578	16	16	positive
229553993750282240	75542870	0	1	positive
229553993750282240	75542870	9	9	positive
229553993750282240	75542870	22	23	positive
263974210618146816	184136559	4	4	positive
260193762398064640	33442620	1	1	negative
260193762398064640	33442620	14	15	negative
260193762398064640	33442620	17	17	negative
262977065568051201	73767786	11	13	neutral
263281866856087552	53443641	10	10	positive
263281866856087552	53443641	15	15	positive
261587085977337856	214153862	5	6	positive
262068536187432960	90333241	18	18	positive
245461530206932992	222961982	3	12	positive
263391524769898496	615354091	7	7	positive
260248287255343104	407729607	0	2	positive
264150962204192769	470529724	3	3	negative
264150962204192769	470529724	12	12	positive
264150962204192769	470529724	22	23	positive
263732569508552704	369152026	21	26	positive
264222052129574912	430519387	1	1	positive
264222052129574912	430519387	7	8	positive
213342054351257601	189656827	6	8	positive
263079812954992640	392639346	7	7	neutral
262311130586816512	75398254	3	7	negative
262311130586816512	75398254	11	16	positive
264088457490604032	509707361	1	1	negative
264088457490604032	509707361	9	9	negative
264229531773177856	33695498	2	4	positive
262999273275260928	101319101	14	14	positive
262999273275260928	101319101	20	21	positive
263919760503361536	87970697	0	0	positive
263919760503361536	87970697	3	3	positive
264242024453111809	45450902	1	1	negative
264242024453111809	45450902	5	5	negative
256787668367704066	610413207	3	3	positive
246760239221858306	7532872	3	5	positive
262862262270820352	601803511	18	18	positive
263494063251140609	378805603	5	5	negative
264084352340742145	388974334	0	0	positive
263319006063259649	432174507	5	5	positive
263319006063259649	432174507	14	15	negative
263799123847806976	22100843	2	4	negative
263924763423035392	27133567	12	13	negative
263924763423035392	27133567	16	16	positive
263924763423035392	27133567	19	19	positive
264183514176552961	316127177	8	8	positive
262575945741914113	31121565	8	9	positive
262575945741914113	31121565	16	18	negative
263921038352580608	213263464	5	5	neutral
263921038352580608	213263464	13	13	neutral
264225809655533568	211763357	1	4	positive
257369508086423553	531994655	10	11	positive
264249493787136000	260882576	17	17	positive
263115779204075521	410272830	2	2	positive
263115779204075521	410272830	7	7	positive
261845689280102400	96809957	13	13	positive
261434845773828096	391892475	4	5	negative
261434845773828096	391892475	19	22	positive
252798281413967872	23075654	2	2	neutral
264182638816919552	446301191	1	3	positive
264182638816919552	446301191	11	11	positive
263972222677417985	229497776	5	5	negative
263972222677417985	229497776	15	15	positive
263867263474597888	428841738	16	16	negative
261642731477168128	372012787	2	2	positive
261642731477168128	372012787	6	6	positive
262661737994670080	186089082	12	12	positive
246320271248744448	206354030	20	23	positive
255690502970671104	18712398	18	19	positive
258695108529119232	64351004	8	9	positive
263513324912795648	298683418	9	10	positive
263513324912795648	298683418	23	23	negative
247183266782789632	260477688	11	11	positive
251742524601925633	610495100	2	2	negative
251742524601925633	610495100	4	4	negative
251742524601925633	610495100	12	12	negative
251742524601925633	610495100	17	17	negative
263794433596723200	41680302	12	13	positive
263794433596723200	41680302	15	16	positive
263449315350032384	295403177	16	18	neutral
260270126576836608	203247686	8	8	negative
260270126576836608	203247686	12	12	positive
252330752665075712	268248070	0	0	positive
263610933568499712	302256936	8	8	negative
263610933568499712	302256936	17	20	negative
250929234997039104	399878389	0	1	negative
254032799680589826	412603173	11	16	negative
262206571201822721	185101254	1	1	positive
262206571201822721	185101254	8	8	positive
264223223879696385	127791010	22	22	positive
264223223879696385	127791010	27	27	negative
264143294903246848	331180650	3	5	negative
263247166582173696	45671664	12	12	neutral
226238092191875072	141284401	3	5	negative
226238092191875072	141284401	13	13	negative
263530816162902016	323297690	4	4	negative
263530816162902016	323297690	16	17	positive
246588959247974401	67771614	19	19	positive
257865075933728771	413586409	16	16	positive
264244214248919040	560591956	4	6	negative
168854648306929665	292950364	6	7	positive
264226988879933440	26639468	10	10	positive
254600864868749313	59459031	3	3	positive
257332145687785472	328656254	1	1	positive
257332145687785472	328656254	14	14	positive
264235642039455744	22111480	2	3	positive
264235642039455744	22111480	10	10	positive
264235642039455744	22111480	17	18	positive
264235642039455744	22111480	21	21	positive
264177327490072577	992361	15	16	negative
261769579544584192	20096243	23	23	positive
264167430564237312	17781471	0	1	negative
262627821908815872	28844188	0	1	negative
262627821908815872	28844188	8	9	negative
258836119532228608	25483231	2	4	negative
258836119532228608	25483231	14	16	positive
264259489627250689	50771140	0	0	positive
264259489627250689	50771140	10	11	negative
258625516481953792	134881721	2	2	positive
258625516481953792	134881721	16	16	positive
222345601793277953	161407278	6	8	positive
264105390818619394	812898906	2	2	positive
241225651074527232	39010302	20	20	negative
256018140318822400	580515576	2	2	negative
256018140318822400	580515576	4	5	positive
256018140318822400	580515576	7	9	positive
256018140318822400	580515576	12	12	negative
256018140318822400	580515576	14	25	negative
227577801526616064	629745753	14	14	positive
263706155778441216	27556859	1	1	neutral
263706155778441216	27556859	3	4	positive
263706155778441216	27556859	6	9	neutral
223045564571459584	305277813	0	0	positive
263704789186117635	38615758	10	11	positive
263704789186117635	38615758	15	15	positive
245532165637545985	34014706	22	22	negative
264202743877615616	21069858	8	8	positive
247539282468802561	249847683	17	17	positive
254902867566161921	525298874	2	3	negative
254902867566161921	525298874	7	8	positive
228956189000597505	501134907	16	16	positive
264203931645775873	27777925	3	5	positive
264203931645775873	27777925	21	21	positive
264203931645775873	27777925	23	23	positive
264204783974490113	163366657	9	9	positive
264204783974490113	163366657	16	17	positive
263398004801798146	245624274	20	20	negative
252650346873245696	275414774	6	6	positive
256787832453079043	199690203	8	8	neutral
263918513083781122	389925947	6	6	positive
263918513083781122	389925947	8	8	negative
262954361427222531	724506216	2	2	negative
263664302882443264	377060725	13	14	positive
264074076706983937	337308259	8	8	negative
263795814470664192	521532492	0	2	positive
263795814470664192	521532492	6	9	positive
263795814470664192	521532492	20	21	positive
246566185292926976	139796398	26	26	negative
260851260956221440	242895807	6	6	positive
260851260956221440	242895807	9	13	neutral
263646437458452480	155762352	7	8	positive
263646437458452480	155762352	15	17	positive
264187997887541250	131042222	3	5	negative
264174898807717888	463661547	3	4	positive
264174898807717888	463661547	7	10	negative
264245625682554880	58297064	0	3	positive
263186967615905792	610467658	18	19	negative
257772423926136832	131227888	1	1	positive
262573849323905024	48067637	8	8	positive
263701469289644032	129412273	6	6	positive
263701469289644032	129412273	12	12	positive
256340930414645248	124869414	17	19	positive
256340930414645248	124869414	23	23	positive
264139268249763840	17436164	6	7	positive
237235329806004225	749604048	4	4	positive
237235329806004225	749604048	16	17	positive
237235329806004225	749604048	20	21	positive
255484839732580354	237930106	12	12	positive
263191065086017537	236100068	12	14	positive
263640783863816192	214139359	4	4	negative
263640783863816192	214139359	13	13	negative
263640783863816192	214139359	17	17	negative
264173041146290177	327913057	4	4	positive
264173041146290177	327913057	10	10	positive
264173041146290177	327913057	17	17	positive
259535556055269376	28207562	7	10	negative
261545687106322432	25181326	13	16	positive
263567165507137537	716222329	26	26	negative
263760959779241984	20727102	7	8	positive
257315024354279424	28660297	16	17	positive
264096683766456320	93522700	19	20	negative
263773432750157824	268893346	0	1	neutral
264169849067028480	372547953	19	19	negative
264101105217183744	16412272	12	13	positive
264075914567094273	238664746	12	12	positive
263718726627627009	263579038	10	10	positive
264195024135286785	57000820	14	15	positive
264195024135286785	57000820	19	19	positive
263331726942691329	70257698	0	1	positive
263331726942691329	70257698	23	23	positive
260232337051230208	223305414	8	8	positive
260232337051230208	223305414	22	23	negative
226345220239925249	42909123	10	12	positive
264188304747003904	200276624	2	3	positive
264188304747003904	200276624	7	8	positive
264140484614684672	433625759	3	5	positive
256408189157916672	62631820	0	0	positive
256408189157916672	62631820	3	3	positive
256408189157916672	62631820	15	16	negative
256408189157916672	62631820	19	19	negative
263827115638652928	550523672	13	14	positive
261876441157869569	40270746	1	2	negative
261876441157869569	40270746	21	21	positive
264218982926655488	51887927	1	3	positive
263803981384515584	243903348	8	8	negative
263803981384515584	243903348	12	13	negative
241279363784536064	161716632	14	14	positive
225311712008617986	182784794	14	14	negative
225311712008617986	182784794	20	20	negative
262696171703783425	283223567	1	1	positive
263939579470544896	86092523	18	18	negative
264107216578174976	27952164	13	13	positive
264107216578174976	27952164	17	17	positive
264134721938808832	628912797	18	18	positive
258349170107224065	832164745	2	2	negative
264123855306641409	129882484	2	2	positive
242989716893478913	175060800	14	14	negative
264208558336389121	112878558	15	17	positive
246776355558129664	98698262	0	0	positive
246776355558129664	98698262	11	12	positive
246776355558129664	98698262	16	16	positive
246776355558129664	98698262	18	20	positive
261557284549824512	903059828	1	1	neutral
261557284549824512	903059828	13	13	positive
257206947684704257	115215043	11	11	negative
261540587801563136	35143403	4	6	negative
217087278584053760	598212216	11	11	positive
217087278584053760	598212216	16	16	positive
217087278584053760	598212216	19	19	positive
264214825096314880	95521694	23	23	positive
264214825096314880	95521694	26	28	positive
264010130000068608	336600632	11	11	positive
264010130000068608	336600632	17	18	positive
264010130000068608	336600632	21	22	positive
263610234029879297	38781991	0	0	positive
263610234029879297	38781991	21	21	positive
262582875520643072	195836839	20	24	negative
263820165685321729	449401860	0	0	negative
263820165685321729	449401860	2	3	negative
263823143704068096	377806186	2	5	neutral
212393879876534274	175959942	0	0	positive
212393879876534274	175959942	4	4	negative
212393879876534274	175959942	14	14	negative
248975354910371840	29583575	16	16	negative
264096361081884672	510441175	12	13	positive
261430691764506624	274713038	25	25	positive
225011609762930689	597786794	6	6	positive
225011609762930689	597786794	14	14	positive
225011609762930689	597786794	20	20	positive
263732005886390272	14186089	2	2	positive
263947715766005760	122432507	0	1	positive
261279987494166528	340742345	13	13	negative
264145074210889728	440921948	25	25	positive
263651843727585280	197837325	4	4	positive
264039839274528769	29458389	21	21	positive
261186156023144448	515983227	8	9	negative
264226554207428608	112925754	2	2	negative
264226554207428608	112925754	14	14	negative
264226554207428608	112925754	27	27	negative
262348241805402112	317963271	2	3	positive
263504385475231744	146202708	2	2	positive
263504385475231744	146202708	4	5	positive
263504385475231744	146202708	7	8	positive
264041945029033987	40975097	2	2	negative
264041945029033987	40975097	20	20	positive
263014553376419841	191802096	19	19	neutral
264040066186371073	489523276	5	6	negative
264040066186371073	489523276	8	9	negative
264040066186371073	489523276	15	16	positive
264040066186371073	489523276	20	20	positive
167262194898182145	321930538	4	4	positive
261556214624837632	367926720	1	3	negative
261556214624837632	367926720	19	19	positive
260127496475901954	572606577	21	21	negative
254805712297943041	321128818	18	18	positive
264047678986518528	427501529	2	2	positive
264200538864906240	234274491	1	2	negative
264200538864906240	234274491	10	10	positive
263813152771276801	19077044	10	10	negative
261131735209758720	274764708	0	0	negative
263212085226385408	382033254	19	21	positive
264143133313495040	84660127	3	3	negative
264143133313495040	84660127	10	10	negative
263802238793822208	506427337	5	6	positive
254268201641312256	559416098	28	28	positive
261566453730398208	278680615	14	14	positive
264110605730988032	114586489	0	1	negative
264181656154435585	344213233	0	1	positive
264181656154435585	344213233	12	13	negative
264229657195470849	142070258	10	14	neutral
259825309275283456	173908484	15	15	positive
264256081998516224	20747392	1	2	positive
264256081998516224	20747392	6	6	positive
264256081998516224	20747392	21	24	positive
263987745465192448	379004709	1	2	negative
263987745465192448	379004709	7	7	negative
259720938365542400	15825389	2	2	positive
263401784637272064	748026608	17	19	neutral
263401784637272064	748026608	21	21	negative
264175859634679810	896479644	20	21	positive
264178691364495360	30348942	11	12	positive
264045439119134721	51291182	18	18	positive
263968608470843393	145415756	1	1	positive
261731552520724480	226681200	21	21	positive
264164039842742273	766415527	3	4	positive
264164039842742273	766415527	11	12	positive
264164039842742273	766415527	15	17	positive
264184542305345537	39872392	8	9	positive
258662254441009155	18751577	1	1	negative
258662254441009155	18751577	18	18	negative
264251496638578688	207291041	15	15	positive
252136824963739648	285343906	12	12	negative
263507092227383296	277852448	8	8	negative
247160974354825217	33241473	7	7	positive
247160974354825217	33241473	19	20	negative
259824135759360002	23725447	6	6	positive
259824135759360002	23725447	14	18	negative
250063565451579393	336182456	0	0	negative
250063565451579393	336182456	14	15	negative
250063565451579393	336182456	18	19	negative
254355714397597697	14198175	10	10	positive
262318028576931840	88301564	20	20	negative
264249464389238784	248771260	1	1	positive
259010331379118081	151152680	0	0	positive
259010331379118081	151152680	7	7	positive
260133688979898369	28208952	9	11	negative
264034436419555328	487277064	14	14	positive
263759101669023744	657323	4	4	negative
263432103436365825	434476354	5	5	positive
263194127913607168	861687991	4	4	neutral
263194127913607168	861687991	20	20	neutral
262701477989085184	491320634	1	3	negative
247181111145410560	159262657	15	15	positive
262896420992991232	617180363	2	2	positive
251703255044857856	88483087	13	13	negative
247347708900286465	71960817	1	1	positive
247347708900286465	71960817	11	11	positive
247347708900286465	71960817	13	13	positive
244634790576414720	354242541	18	18	positive
259528581938544640	230863863	6	8	negative
262268094586703872	31475321	6	6	positive
255983114126520320	251827150	22	22	negative
263402254655164416	454155239	20	20	positive
264094708320595968	275088542	1	1	positive
261941919129690112	32124659	10	10	negative
263119155060932608	759126517	8	8	neutral
264180809886478336	292839266	11	11	negative
264180809886478336	292839266	16	17	negative
241095680922353664	91965564	3	5	positive
264032758681178112	35182772	18	20	negative
263615010402627584	447445258	24	25	negative
249906355815714818	38519489	4	7	positive
263807158368477185	37302488	4	6	neutral
263807158368477185	37302488	17	19	positive
263995474636312576	523445120	3	3	negative
263164621064650752	526856921	7	13	negative
256157333053390848	216839031	4	4	negative
256157333053390848	216839031	11	11	negative
256157333053390848	216839031	16	16	positive
263202753055182848	29262313	18	18	positive
261452323686072322	476857926	8	9	negative
264083715590848512	539099021	2	5	negative
264207505335394305	18751073	11	11	positive
263916267776389120	428514641	14	16	positive
212482020260052992	265238549	4	4	negative
212482020260052992	265238549	23	23	positive
259484418043953152	339989532	21	21	positive
260593223708323841	34163754	8	8	negative
260593223708323841	34163754	14	14	positive
251910520242843649	177271043	21	21	positive
264180595557539841	115766642	10	11	negative
259298904879816704	302874102	0	3	positive
259298904879816704	302874102	13	13	negative
260207838461296640	574911622	22	22	positive
262879848740057088	284993124	2	2	negative
222232881177698306	390605759	20	20	positive
264223454641913856	814319108	5	5	positive
264223454641913856	814319108	9	10	positive
264223454641913856	814319108	15	16	positive
264223454641913856	814319108	24	24	positive
264078591355138048	51123012	0	2	positive
212634444958404608	81697128	1	5	positive
263889136757379072	19921353	1	1	positive
263889136757379072	19921353	14	14	positive
256411078899159040	241049629	4	4	negative
256411078899159040	241049629	8	9	negative
244531843028901888	533185090	27	27	neutral
262061470446133248	374229815	0	8	negative
262061470446133248	374229815	17	20	negative
260510516986904576	26349233	14	14	positive
263877612898775040	20701758	1	2	positive
263877612898775040	20701758	4	6	positive
263877612898775040	20701758	10	13	positive
264184818630262784	47460879	5	6	negative
264184818630262784	47460879	8	9	positive
264184818630262784	47460879	11	11	positive
262149399956844545	21955271	9	10	negative
264029478580260864	315555817	1	1	positive
264029478580260864	315555817	3	3	positive
264029478580260864	315555817	12	16	positive
263698581440040960	19987409	19	20	negative
264227710480564224	164134582	5	6	negative
264227710480564224	164134582	12	13	negative
257596251149832192	24382733	23	23	positive
262607686540095488	20092607	10	10	positive
245558175561048064	580264175	0	0	positive
259586844138815489	99966995	0	2	negative
259586844138815489	99966995	8	8	positive
263330648817803266	34725927	1	1	positive
264241159486976000	521025993	13	13	positive
264241159486976000	521025993	16	16	positive
264203349757394945	141832160	5	6	positive
262306611278786561	707226763	0	0	neutral
262306611278786561	707226763	5	5	positive
262306611278786561	707226763	12	13	positive
262306611278786561	707226763	15	15	positive
264206000930816000	385766013	15	16	positive
264206000930816000	385766013	19	19	positive
264110168906813440	403512199	0	2	negative
264110168906813440	403512199	5	7	negative
263897283618287617	452667901	8	9	negative
255886946117758977	131767662	0	1	neutral
264088819266101249	229513079	18	20	positive
264211285619662848	611533678	17	17	positive
264167911315357696	608467920	9	9	positive
259815597368553474	107155690	2	2	positive
257971515776176129	600221890	21	22	positive
256901565561057281	48053746	18	18	positive
261820977669890049	144301368	0	0	negative
261820977669890049	144301368	7	7	positive
263332960261001217	326116105	2	2	positive
263332960261001217	326116105	8	8	negative
260166994014384128	426828963	15	16	positive
264228302347190272	111004560	3	3	negative
264228302347190272	111004560	18	18	negative
260627126741512192	161903472	9	9	positive
264125293843853312	613538581	1	2	positive
260535527978180609	382488057	12	13	positive
264160982186733569	15099910	13	13	positive
217031985107963904	603625724	11	11	positive
217031985107963904	603625724	16	16	positive
263252405561487360	789477764	5	5	positive
255732290246815744	315400337	7	7	positive
255732290246815744	315400337	9	10	positive
229689555350089729	162492172	6	7	positive
229689555350089729	162492172	17	17	positive
264070267867906050	298436056	2	6	positive
244510585658699776	54631444	0	0	positive
264216696213090306	263862602	3	3	negative
256605494481936386	179199663	6	8	negative
256605494481936386	179199663	11	11	negative
256605494481936386	179199663	25	25	positive
264075994678321152	31180057	1	1	positive
219957824632000512	128431238	15	15	positive
219957824632000512	128431238	17	19	positive
263953657983291392	105243350	1	2	negative
263610308587827201	486976879	2	2	positive
264209222101770242	98958282	11	11	positive
264117710437351424	371164203	13	15	positive
263521583929376768	763428865	11	11	negative
263521583929376768	763428865	25	25	negative
258993369370468352	412011336	3	4	positive
258993369370468352	412011336	7	7	positive
258993369370468352	412011336	10	10	positive
261899405249110017	33438978	19	19	positive
262601342965673985	398344970	4	4	negative
262601342965673985	398344970	15	15	positive
259655676547182592	57935129	1	1	positive
261271791769636864	242368565	9	9	positive
261971302288601088	468071218	11	13	positive
263858297109614594	226801551	2	2	negative
